time,location,water_level
2016/01/01/11,宜宾,0.82
2016/01/01/11,泸州,1.6
2016/01/01/11,重庆,13.9
2016/01/01/11,涪陵,173.96
2016/01/01/11,万州,174.17
2016/01/01/11,茅坪,173.94
2016/01/01/11,宜昌,0.2
2016/01/01/11,沙市,-1.67
2016/01/01/11,监利,2.69
2016/01/01/11,城陵矶,4.63
2016/01/01/11,汉口,4.25
2016/01/01/11,黄石,4.55
2016/01/01/11,九江,4.65
2016/01/01/11,安庆,4.76
2016/01/01/11,芜湖,3.22
2016/01/01/11,南京,2.56
2016/01/01/11,镇江,1.76
2016/01/01/11,长沙,31.34
2016/01/02/11,宜宾,0.6
2016/01/02/11,泸州,1.7
2016/01/02/11,重庆,13.87
2016/01/02/11,涪陵,173.96
2016/01/02/11,万州,174.17
2016/01/02/11,茅坪,173.99
2016/01/02/11,宜昌,0.22
2016/01/02/11,沙市,-1.74
2016/01/02/11,监利,2.64
2016/01/02/11,城陵矶,4.48
2016/01/02/11,汉口,4.06
2016/01/02/11,黄石,4.35
2016/01/02/11,九江,4.48
2016/01/02/11,安庆,4.61
2016/01/02/11,芜湖,3.08
2016/01/02/11,南京,2.45
2016/01/02/11,镇江,1.66
2016/01/02/11,长沙,31.21
2016/01/03/11,宜宾,0.6
2016/01/03/11,泸州,1.2
2016/01/03/11,重庆,13.84
2016/01/03/11,涪陵,173.93
2016/01/03/11,万州,174.16
2016/01/03/11,茅坪,173.97
2016/01/03/11,宜昌,0.12
2016/01/03/11,沙市,-1.8
2016/01/03/11,监利,2.5
2016/01/03/11,城陵矶,4.31
2016/01/03/11,汉口,3.9
2016/01/03/11,黄石,4.12
2016/01/03/11,九江,4.29
2016/01/03/11,安庆,4.4
2016/01/03/11,芜湖,2.92
2016/01/03/11,南京,2.36
2016/01/03/11,镇江,1.62
2016/01/03/11,长沙,31.08
2016/01/04/11,宜宾,0.8
2016/01/04/11,泸州,1.6
2016/01/04/11,重庆,13.73
2016/01/04/11,涪陵,173.9
2016/01/04/11,万州,174.12
2016/01/04/11,茅坪,173.91
2016/01/04/11,宜昌,0.37
2016/01/04/11,沙市,-1.83
2016/01/04/11,监利,2.24
2016/01/04/11,城陵矶,4.23
2016/01/04/11,汉口,3.71
2016/01/04/11,黄石,3.92
2016/01/04/11,九江,4.1
2016/01/04/11,安庆,4.23
2016/01/04/11,芜湖,2.75
2016/01/04/11,南京,2.22
2016/01/04/11,镇江,1.51
2016/01/04/11,长沙,31.08
2016/01/05/11,宜宾,0.7
2016/01/05/11,泸州,1.6
2016/01/05/11,重庆,13.61
2016/01/05/11,涪陵,173.81
2016/01/05/11,万州,174.02
2016/01/05/11,茅坪,173.75
2016/01/05/11,宜昌,0.33
2016/01/05/11,沙市,-1.64
2016/01/05/11,监利,2.36
2016/01/05/11,城陵矶,4.23
2016/01/05/11,汉口,3.55
2016/01/05/11,黄石,3.76
2016/01/05/11,九江,3.96
2016/01/05/11,安庆,4.06
2016/01/05/11,芜湖,2.73
2016/01/05/11,南京,2.33
2016/01/05/11,镇江,1.73
2016/01/05/11,长沙,31.14
2016/01/06/11,宜宾,0.6
2016/01/06/11,泸州,1.7
2016/01/06/11,重庆,13.63
2016/01/06/11,涪陵,173.72
2016/01/06/11,万州,173.94
2016/01/06/11,茅坪,173.68
2016/01/06/11,宜昌,0.45
2016/01/06/11,沙市,-1.5
2016/01/06/11,监利,2.47
2016/01/06/11,城陵矶,4.17
2016/01/06/11,汉口,3.43
2016/01/06/11,黄石,3.64
2016/01/06/11,九江,3.81
2016/01/06/11,安庆,4
2016/01/06/11,芜湖,2.69
2016/01/06/11,南京,2.39
2016/01/06/11,镇江,1.81
2016/01/06/11,长沙,31.18
2016/01/07/11,宜宾,0.6
2016/01/07/11,泸州,1.7
2016/01/07/11,重庆,13.55
2016/01/07/11,涪陵,173.69
2016/01/07/11,万州,173.85
2016/01/07/11,茅坪,173.57
2016/01/07/11,宜昌,0.54
2016/01/07/11,沙市,-1.36
2016/01/07/11,监利,2.6
2016/01/07/11,城陵矶,4.28
2016/01/07/11,汉口,3.37
2016/01/07/11,黄石,3.52
2016/01/07/11,九江,3.7
2016/01/07/11,安庆,3.88
2016/01/07/11,芜湖,2.58
2016/01/07/11,南京,2.4
2016/01/07/11,镇江,1.86
2016/01/07/11,长沙,31.27
2016/01/08/11,宜宾,0.6
2016/01/08/11,泸州,1.7
2016/01/08/11,重庆,13.55
2016/01/08/11,涪陵,173.59
2016/01/08/11,万州,173.79
2016/01/08/11,茅坪,173.46
2016/01/08/11,宜昌,0.36
2016/01/08/11,沙市,-1.33
2016/01/08/11,监利,2.74
2016/01/08/11,城陵矶,4.45
2016/01/08/11,汉口,3.4
2016/01/08/11,黄石,3.49
2016/01/08/11,九江,3.63
2016/01/08/11,安庆,3.78
2016/01/08/11,芜湖,2.38
2016/01/08/11,南京,2.4
2016/01/08/11,镇江,1.89
2016/01/08/11,长沙,31.16
2016/01/09/11,宜宾,0.6
2016/01/09/11,泸州,1.8
2016/01/09/11,重庆,13.41
2016/01/09/11,涪陵,173.52
2016/01/09/11,万州,173.73
2016/01/09/11,茅坪,173.45
2016/01/09/11,宜昌,0.56
2016/01/09/11,沙市,-1.38
2016/01/09/11,监利,2.77
2016/01/09/11,城陵矶,4.59
2016/01/09/11,汉口,3.47
2016/01/09/11,黄石,3.51
2016/01/09/11,九江,3.57
2016/01/09/11,安庆,3.7
2016/01/09/11,芜湖,2.27
2016/01/09/11,南京,2.5
2016/01/09/11,镇江,2.14
2016/01/09/11,长沙,31.28
2016/01/10/11,宜宾,0.9
2016/01/10/11,泸州,2.2
2016/01/10/11,重庆,13.31
2016/01/10/11,涪陵,173.42
2016/01/10/11,万州,173.64
2016/01/10/11,茅坪,173.4
2016/01/10/11,宜昌,0.58
2016/01/10/11,沙市,-1.33
2016/01/10/11,监利,2.79
2016/01/10/11,城陵矶,4.69
2016/01/10/11,汉口,3.55
2016/01/10/11,黄石,3.55
2016/01/10/11,九江,3.56
2016/01/10/11,安庆,3.71
2016/01/10/11,芜湖,2.35
2016/01/10/11,南京,2.58
2016/01/10/11,镇江,2.48
2016/01/10/11,长沙,31.44
2016/01/11/11,宜宾,0.9
2016/01/11/11,泸州,2.1
2016/01/11/11,重庆,13.33
2016/01/11/11,涪陵,173.41
2016/01/11/11,万州,173.61
2016/01/11/11,茅坪,173.35
2016/01/11/11,宜昌,0.43
2016/01/11/11,沙市,-1.32
2016/01/11/11,监利,2.81
2016/01/11/11,城陵矶,4.85
2016/01/11/11,汉口,3.61
2016/01/11/11,黄石,3.58
2016/01/11/11,九江,3.58
2016/01/11/11,安庆,3.74
2016/01/11/11,芜湖,2.46
2016/01/11/11,南京,2.73
2016/01/11/11,镇江,2.69
2016/01/11/11,长沙,31.69
2016/01/12/11,宜宾,0.7
2016/01/12/11,泸州,2.1
2016/01/12/11,重庆,13.32
2016/01/12/11,涪陵,173.38
2016/01/12/11,万州,173.57
2016/01/12/11,茅坪,173.27
2016/01/12/11,宜昌,0.53
2016/01/12/11,沙市,-1.36
2016/01/12/11,监利,2.92
2016/01/12/11,城陵矶,5.34
2016/01/12/11,汉口,3.76
2016/01/12/11,黄石,3.66
2016/01/12/11,九江,3.64
2016/01/12/11,安庆,3.81
2016/01/12/11,芜湖,2.61
2016/01/12/11,南京,2.48
2016/01/12/11,镇江,2.92
2016/01/12/11,长沙,31.83
2016/01/13/11,宜宾,1
2016/01/13/11,泸州,2.1
2016/01/13/11,重庆,13.29
2016/01/13/11,涪陵,173.33
2016/01/13/11,万州,173.54
2016/01/13/11,茅坪,173.25
2016/01/13/11,宜昌,0.54
2016/01/13/11,沙市,-1.27
2016/01/13/11,监利,3.17
2016/01/13/11,城陵矶,5.71
2016/01/13/11,汉口,4.05
2016/01/13/11,黄石,3.84
2016/01/13/11,九江,3.73
2016/01/13/11,安庆,3.86
2016/01/13/11,芜湖,2.59
2016/01/13/11,南京,2
2016/01/13/11,镇江,2.32
2016/01/13/11,长沙,31.7
2016/01/14/11,宜宾,1.5
2016/01/14/11,泸州,2.3
2016/01/14/11,重庆,13.25
2016/01/14/11,涪陵,173.28
2016/01/14/11,万州,173.5
2016/01/14/11,茅坪,173.23
2016/01/14/11,宜昌,0.59
2016/01/14/11,沙市,-1.23
2016/01/14/11,监利,3.3
2016/01/14/11,城陵矶,5.87
2016/01/14/11,汉口,4.35
2016/01/14/11,黄石,4.09
2016/01/14/11,九江,3.89
2016/01/14/11,安庆,3.91
2016/01/14/11,芜湖,2.55
2016/01/14/11,南京,1.96
2016/01/14/11,镇江,1.86
2016/01/14/11,长沙,31.47
2016/01/15/11,宜宾,1.5
2016/01/15/11,泸州,2.3
2016/01/15/11,重庆,13.22
2016/01/15/11,涪陵,173.24
2016/01/15/11,万州,173.47
2016/01/15/11,茅坪,173.24
2016/01/15/11,宜昌,0.79
2016/01/15/11,沙市,-1.09
2016/01/15/11,监利,3.36
2016/01/15/11,城陵矶,5.82
2016/01/15/11,汉口,4.52
2016/01/15/11,黄石,4.32
2016/01/15/11,九江,4.06
2016/01/15/11,安庆,4.05
2016/01/15/11,芜湖,2.66
2016/01/15/11,南京,2.08
2016/01/15/11,镇江,1.51
2016/01/15/11,长沙,31.38
2016/01/16/11,宜宾,0.8
2016/01/16/11,泸州,2.5
2016/01/16/11,重庆,13.23
2016/01/16/11,涪陵,173.24
2016/01/16/11,万州,173.47
2016/01/16/11,茅坪,173.23
