time,location,water_level
2012/01/05/11,宜宾,1.1
2012/01/05/11,泸州二郎滩,1.2
2012/01/05/11,重庆,14.41
2012/01/05/11,万县,174.66
2012/01/05/11,宜昌,0.07
2012/01/05/11,沙市,-1.31
2012/01/05/11,监利,2.04
2012/01/05/11,城陵矶,3.13
2012/01/05/11,汉口,2.36
2012/01/05/11,黄石,1.84
2012/01/05/11,九江,1.42
2012/01/05/11,安庆,1.55
2012/01/05/11,芜湖,0.87
2012/01/05/11,南京,0.9
2012/01/05/11,镇江,0.82
2012/01/05/11,湘江长沙,24.78
2012/01/06/11,宜宾,0.7
2012/01/06/11,泸州二郎滩,1.2
2012/01/06/11,重庆,14.29
2012/01/06/11,万县,174.6
2012/01/06/11,宜昌,0.24
2012/01/06/11,沙市,-1.25
2012/01/06/11,监利,2.04
2012/01/06/11,城陵矶,3.17
2012/01/06/11,汉口,2.25
2012/01/06/11,黄石,1.83
2012/01/06/11,九江,1.4
2012/01/06/11,安庆,1.52
2012/01/06/11,芜湖,0.82
2012/01/06/11,南京,1.11
2012/01/06/11,镇江,1
2012/01/06/11,湘江长沙,24.78
2012/01/07/11,宜宾,1.1
2012/01/07/11,泸州二郎滩,1.15
2012/01/07/11,重庆,14.22
2012/01/07/11,万县,174.58
2012/01/07/11,宜昌,0.24
2012/01/07/11,沙市,-1.05
2012/01/07/11,监利,2.11
2012/01/07/11,城陵矶,3.23
2012/01/07/11,汉口,2.24
2012/01/07/11,黄石,1.83
2012/01/07/11,九江,1.37
2012/01/07/11,安庆,1.57
2012/01/07/11,芜湖,0.97
2012/01/07/11,南京,1.49
2012/01/07/11,镇江,1.51
2012/01/07/11,湘江长沙,24.8
2012/01/08/11,宜宾,1.3
2012/01/08/11,泸州二郎滩,1.35
2012/01/08/11,重庆,14.15
2012/01/08/11,万县,174.49
2012/01/08/11,宜昌,0.27
2012/01/08/11,沙市,-1.03
2012/01/08/11,监利,2.23
2012/01/08/11,城陵矶,3.34
2012/01/08/11,汉口,2.27
2012/01/08/11,黄石,1.83
2012/01/08/11,九江,1.35
2012/01/08/11,安庆,1.68
2012/01/08/11,芜湖,1.12
2012/01/08/11,南京,1.52
2012/01/08/11,镇江,1.76
2012/01/08/11,湘江长沙,24.81
2012/01/09/11,宜宾,0.8
2012/01/09/11,泸州二郎滩,1.45
2012/01/09/11,重庆,14.11
2012/01/09/11,万县,174.41
2012/01/09/11,宜昌,0.21
2012/01/09/11,沙市,-1.06
2012/01/09/11,监利,2.28
2012/01/09/11,城陵矶,3.45
2012/01/09/11,汉口,2.33
2012/01/09/11,黄石,1.88
2012/01/09/11,九江,1.36
2012/01/09/11,安庆,1.71
2012/01/09/11,芜湖,1.16
2012/01/09/11,南京,1.48
2012/01/09/11,镇江,1.82
2012/01/09/11,湘江长沙,24.8
2012/01/10/11,宜宾,0.6
2012/01/10/11,泸州二郎滩,0.85
2012/01/10/11,重庆,14.11
2012/01/10/11,万县,174.39
2012/01/10/11,宜昌,0.18
2012/01/10/11,沙市,-1.21
2012/01/10/11,监利,2.27
2012/01/10/11,城陵矶,3.52
2012/01/10/11,汉口,2.41
2012/01/10/11,黄石,1.94
2012/01/10/11,九江,1.41
2012/01/10/11,安庆,1.74
2012/01/10/11,芜湖,1.25
2012/01/10/11,南京,1.43
2012/01/10/11,镇江,2.04
2012/01/10/11,湘江长沙,24.96
2012/01/11/11,宜宾,0.6
2012/01/11/11,泸州二郎滩,1.1
2012/01/11/11,重庆,13.96
2012/01/11/11,万县,174.36
2012/01/11/11,宜昌,0.17
2012/01/11/11,沙市,-1.3
2012/01/11/11,监利,2.19
2012/01/11/11,城陵矶,3.52
2012/01/11/11,汉口,2.46
2012/01/11/11,黄石,2
2012/01/11/11,九江,1.49
2012/01/11/11,安庆,1.78
2012/01/11/11,芜湖,1.25
2012/01/11/11,南京,1.05
2012/01/11/11,镇江,1.98
2012/01/11/11,湘江长沙,24.85
2012/01/12/11,宜宾,0.5
2012/01/12/11,泸州二郎滩,1.15
2012/01/12/11,重庆,13.9
2012/01/12/11,万县,174.28
2012/01/12/11,宜昌,0.08
2012/01/12/11,沙市,-1.41
2012/01/12/11,监利,2.13
2012/01/12/11,城陵矶,3.45
2012/01/12/11,汉口,2.5
2012/01/12/11,黄石,2.06
2012/01/12/11,九江,1.54
2012/01/12/11,安庆,1.88
2012/01/12/11,芜湖,1.38
2012/01/12/11,南京,1.02
2012/01/12/11,镇江,1.96
2012/01/12/11,湘江长沙,24.99
2012/01/13/11 ,宜宾,1.1
2012/01/13/11 ,泸州二郎滩,1.05
2012/01/13/11 ,重庆,13.79
2012/01/13/11 ,万县,174.19
2012/01/13/11 ,宜昌,0.24
2012/01/13/11 ,沙市,-1.35
2012/01/13/11 ,监利,2.06
2012/01/13/11 ,城陵矶,3.37
2012/01/13/11 ,汉口,2.48
2012/01/13/11 ,黄石,2.03
2012/01/13/11 ,九江,1.59
2012/01/13/11 ,安庆,1.9
2012/01/13/11 ,芜湖,1.38
2012/01/13/11 ,南京,0.97
2012/01/13/11 ,镇江,1.46
2012/01/13/11 ,湘江长沙,25.03
2012/01/14/11,宜宾,0.5
2012/01/14/11,泸州二郎滩,1.15
2012/01/14/11,重庆,13.67
2012/01/14/11,万县,174.08
2012/01/14/11,宜昌,0.17
2012/01/14/11,沙市,-1.36
2012/01/14/11,监利,2.08
2012/01/14/11,城陵矶,3.33
2012/01/14/11,汉口,2.44
2012/01/14/11,黄石,2.04
2012/01/14/11,九江,1.6
2012/01/14/11,安庆,1.91
2012/01/14/11,芜湖,1.45
2012/01/14/11,南京,1.04
2012/01/14/11,镇江,1.09
2012/01/14/11,湘江长沙,25.05
2012/01/15/11,宜宾,0.5
2012/01/15/11,泸州二郎滩,0.9
2012/01/15/11,重庆,13.58
2012/01/15/11,万县,173.95
2012/01/15/11,宜昌,0.09
2012/01/15/11,沙市,-1.36
2012/01/15/11,监利,2.06
2012/01/15/11,城陵矶,3.3
2012/01/15/11,汉口,2.4
2012/01/15/11,黄石,2.03
2012/01/15/11,九江,1.63
2012/01/15/11,安庆,1.91
2012/01/15/11,芜湖,1.51
2012/01/15/11,南京,1.13
2012/01/15/11,镇江,0.96
2012/01/15/11,湘江长沙,25.26
2012/01/16/11 ,宜宾,0.3
2012/01/16/11 ,泸州二郎滩,0.65
2012/01/16/11 ,重庆,13.41
2012/01/16/11 ,万县,173.81
2012/01/16/11 ,宜昌,0.02
2012/01/16/11 ,沙市,-1.3
2012/01/16/11 ,监利,2.05
2012/01/16/11 ,城陵矶,3.32
2012/01/16/11 ,汉口,2.4
2012/01/16/11 ,黄石,2.01
2012/01/16/11 ,九江,1.65
2012/01/16/11 ,安庆,1.94
2012/01/16/11 ,芜湖,1.55
2012/01/16/11 ,南京,1.21
2012/01/16/11 ,镇江,1
2012/01/16/11 ,湘江长沙,26.25
2012/01/17/11,宜宾,0.1
2012/01/17/11,泸州二郎滩,0.45
2012/01/17/11,重庆,13.29
2012/01/17/11,万县,173.67
2012/01/17/11,宜昌,0.23
2012/01/17/11,沙市,-0.98
2012/01/17/11,监利,2.15
2012/01/17/11,城陵矶,3.52
2012/01/17/11,汉口,2.41
2012/01/17/11,黄石,2.05
2012/01/17/11,九江,1.63
2012/01/17/11,安庆,1.91
2012/01/17/11,芜湖,1.51
2012/01/17/11,南京,1.21
2012/01/17/11,镇江,1.01
2012/01/17/11,湘江长沙,27.68
2012/01/18/11,宜宾,0.1
2012/01/18/11,泸州二郎滩,0.3
2012/01/18/11,重庆,13.12
2012/01/18/11,万县,173.53
2012/01/18/11,宜昌,0.14
2012/01/18/11,沙市,-1.17
