time,location,water_level
2013/01/01/11 ,宜宾,1
2013/01/01/11 ,泸州二郎滩,1.35
2013/01/01/11 ,重庆,13.4
2013/01/01/11 ,涪陵（清溪场）,173.55
2013/01/01/11 ,万州,173.78
2013/01/01/11 ,茅坪,173.62
2013/01/01/11 ,宜昌,0.33
2013/01/01/11 ,沙市,-0.34
2013/01/01/11 ,监利,3.47
2013/01/01/11 ,城陵矶,5.6
2013/01/01/11 ,汉口,4.16
2013/01/01/11 ,黄石,3.85
2013/01/01/11 ,九江,3.48
2013/01/01/11 ,安庆,3.53
2013/01/01/11 ,芜湖,2.16
2013/01/01/11 ,南京,1.5
2013/01/01/11 ,镇江,1.84
2013/01/01/11 ,湘江长沙,29.58
2013/01/02/11 ,宜宾,0.8
2013/01/02/11 ,泸州二郎滩,1.3
2013/01/02/11 ,重庆,13.33
2013/01/02/11 ,涪陵（清溪场）,173.49
2013/01/02/11 ,万州,173.71
2013/01/02/11 ,茅坪,173.41
2013/01/02/11 ,宜昌,0.24
2013/01/02/11 ,沙市,-0.82
2013/01/02/11 ,监利,3.38
2013/01/02/11 ,城陵矶,5.68
2013/01/02/11 ,汉口,4.35
2013/01/02/11 ,黄石,4.07
2013/01/02/11 ,九江,3.69
2013/01/02/11 ,安庆,3.66
2013/01/02/11 ,芜湖,2.33
2013/01/02/11 ,南京,1.63
2013/01/02/11 ,镇江,1.83
2013/01/05/11,宜宾,0.6
2013/01/05/11,泸州二郎滩,1.15
2013/01/05/11,重庆,13.18
2013/01/05/11,涪陵（清溪场）,173.3
2013/01/05/11,万州,173.52
2013/01/05/11,茅坪,173.3
2013/01/05/11,宜昌,0.27
2013/01/05/11,沙市,-0.92
2013/01/05/11,监利,3.08
2013/01/05/11,城陵矶,5.34
2013/01/05/11,汉口,4.4
2013/01/05/11,黄石,4.34
2013/01/05/11,九江,4.11
2013/01/05/11,安庆,4.03
2013/01/05/11,芜湖,2.54
2013/01/05/11,南京,1.86
2013/01/05/11,镇江,1.44
2013/01/07/11,宜宾,0.4
2013/01/07/11,泸州二郎滩,1
2013/01/07/11,重庆,12.95
2013/01/07/11,涪陵（清溪场）,173.15
2013/01/07/11,万州,173.39
2013/01/07/11,茅坪,173.2
2013/01/07/11,宜昌,0.15
2013/01/07/11,沙市,-1.01
2013/01/07/11,监利,3
2013/01/07/11,城陵矶,5.26
2013/01/07/11,汉口,4.29
2013/01/07/11,黄石,4.27
2013/01/07/11,九江,4.07
2013/01/07/11,安庆,4.04
2013/01/07/11,芜湖,2.53
2013/01/07/11,南京,1.9
2013/01/07/11,镇江,1.55
2013/01/09/11,宜宾,0.4
2013/01/09/11,泸州二郎滩,0.95
2013/01/09/11,重庆,12.85
2013/01/09/11,涪陵（清溪场）,172.97
2013/01/09/11,万州,173.17
2013/01/09/11,茅坪,172.97
2013/01/09/11,宜昌,-0.01
2013/01/09/11,沙市,-1.07
2013/01/09/11,监利,2.95
2013/01/09/11,城陵矶,5.12
2013/01/09/11,汉口,4.25
2013/01/09/11,黄石,4.19
2013/01/09/11,九江,3.98
2013/01/09/11,安庆,3.98
2013/01/09/11,芜湖,2.49
2013/01/09/11,南京,2.07
2013/01/09/11,镇江,1.78
2013/01/11/11 ,宜宾,0.4
2013/01/11/11 ,泸州二郎滩,1.1
2013/01/11/11 ,重庆,12.56
2013/01/11/11 ,涪陵（清溪场）,172.75
2013/01/11/11 ,万州,172.97
2013/01/11/11 ,茅坪,172.71
