time,location,water_level
2014/01/01/11,宜宾,0.6
2014/01/01/11,泸州,1.1
2014/01/01/11,重庆,13.16
2014/01/01/11,涪陵,173.23
2014/01/01/11,万州,173.43
2014/01/01/11,茅坪,173.3
2014/01/01/11,宜昌,0.15
2014/01/01/11,沙市,-1.65
2014/01/01/11,监利,1.94
2014/01/01/11,城陵矶,3.01
2014/01/01/11,汉口,1.87
2014/01/01/11,黄石,1.72
2014/01/01/11,九江,1.32
2014/01/01/11,安庆,1.61
2014/01/01/11,芜湖,0.92
2014/01/01/11,南京,1.54
2014/01/01/11,镇江,1.82
2014/01/01/11,长沙,28.29
2014/01/02/11,宜宾,0.6
2014/01/02/11,泸州,1.1
2014/01/02/11,重庆,12.98
2014/01/02/11,涪陵,173.12
2014/01/02/11,万州,173.34
2014/01/02/11,茅坪,173.16
2014/01/02/11,宜昌,0.09
2014/01/02/11,沙市,-1.62
2014/01/02/11,监利,1.92
2014/01/02/11,城陵矶,3
2014/01/02/11,汉口,1.81
2014/01/02/11,黄石,1.69
2014/01/02/11,九江,1.23
2014/01/02/11,安庆,1.6
2014/01/02/11,芜湖,1.03
2014/01/02/11,南京,1.54
2014/01/02/11,镇江,2.11
2014/01/02/11,长沙,28.18
2014/01/03/11,宜宾,0.7
2014/01/03/11,泸州,1.2
2014/01/03/11,重庆,12.88
2014/01/03/11,涪陵,173.01
2014/01/03/11,万州,173.26
2014/01/03/11,茅坪,173.14
2014/01/03/11,宜昌,0.09
2014/01/03/11,沙市,-1.73
2014/01/03/11,监利,1.92
2014/01/03/11,城陵矶,3.06
2014/01/03/11,汉口,1.77
2014/01/03/11,黄石,1.6
2014/01/03/11,九江,1.21
2014/01/03/11,安庆,1.65
2014/01/03/11,芜湖,1.22
2014/01/03/11,南京,1.33
2014/01/03/11,镇江,2.33
2014/01/03/11,长沙,27.82
2014/01/04/11,宜宾,0.7
2014/01/04/11,泸州,1.2
2014/01/04/11,重庆,12.81
2014/01/04/11,涪陵,172.92
2014/01/04/11,万州,173.17
2014/01/04/11,茅坪,172.94
2014/01/04/11,宜昌,0.11
2014/01/04/11,沙市,-1.76
2014/01/04/11,监利,1.87
2014/01/04/11,城陵矶,3.09
2014/01/04/11,汉口,1.79
2014/01/04/11,黄石,1.53
2014/01/04/11,九江,1.2
2014/01/04/11,安庆,1.65
2014/01/04/11,芜湖,1.31
2014/01/04/11,南京,0.89
2014/01/04/11,镇江,2.25
2014/01/04/11,长沙,27.83
2014/01/05/11,宜宾,0.9
2014/01/05/11,泸州,1.3
2014/01/05/11,重庆,12.69
2014/01/05/11,涪陵,172.78
2014/01/05/11,万州,173.99
2014/01/05/11,茅坪,172.75
2014/01/05/11,宜昌,0.45
2014/01/05/11,沙市,-1.41
2014/01/05/11,监利,1.85
2014/01/05/11,城陵矶,3.06
2014/01/05/11,汉口,1.79
2014/01/05/11,黄石,1.59
2014/01/05/11,九江,1.21
2014/01/05/11,安庆,1.68
2014/01/05/11,芜湖,1.39
2014/01/05/11,南京,0.99
2014/01/05/11,镇江,1.73
2014/01/05/11,长沙,27.88
2014/01/06/11,宜宾,0.7
2014/01/06/11,泸州,1
2014/01/06/11,重庆,12.5
2014/01/06/11,涪陵,172.61
2014/01/06/11,万州,172.85
2014/01/06/11,茅坪,172.6
2014/01/06/11,宜昌,0.51
2014/01/06/11,沙市,-1.06
2014/01/06/11,监利,2.05
2014/01/06/11,城陵矶,3.12
2014/01/06/11,汉口,1.76
2014/01/06/11,黄石,1.61
2014/01/06/11,九江,1.23
2014/01/06/11,安庆,1.64
2014/01/06/11,芜湖,1.34
2014/01/06/11,南京,0.98
2014/01/06/11,镇江,0.97
2014/01/06/11,长沙,27.71
2014/01/07/11,宜宾,0.1
2014/01/07/11,泸州,1.1
2014/01/07/11,重庆,12.29
2014/01/07/11,涪陵,172.42
2014/01/07/11,万州,172.67
2014/01/07/11,茅坪,172.48
2014/01/07/11,宜昌,0.49
2014/01/07/11,沙市,-1.01
2014/01/07/11,监利,2.31
2014/01/07/11,城陵矶,3.26
2014/01/07/11,汉口,1.79
