time,location,water_level
2019/01/01/11,宜宾,2
2019/01/01/11,泸州(二郎滩),1.8
2019/01/01/11,北碚,1.4
2019/01/01/11,重庆,14.5
2019/01/01/11,寸滩,174.66
2019/01/01/11,涪陵(清溪场),174.54
2019/01/01/11,万州,174.79
2019/01/01/11,茅坪,174.51
2019/01/01/11,宜昌,0.32
2019/01/01/11,枝江,-0.39
2019/01/01/11,沙市,-1.85
2019/01/01/11,监利,2.44
2019/01/01/11,城陵矶,3.97
2019/01/01/11,汉口,2.6
2019/01/01/11,黄石,2.5
2019/01/01/11,九江,2.55
2019/01/01/11,安庆,2.7
2019/01/01/11,芜湖,1.96
2019/01/01/11,南京,1.77
2019/01/01/11,镇江,1.39
2019/01/01/11,湘江长沙,29.91
2019/01/02/11,宜宾,1.2
2019/01/02/11,泸州(二郎滩),1.9
2019/01/02/11,北碚,0.29
2019/01/02/11,重庆,14.52
2019/01/02/11,寸滩,174.7
2019/01/02/11,涪陵(清溪场),174.61
2019/01/02/11,万州,174.87
2019/01/02/11,茅坪,174.56
2019/01/02/11,宜昌,0.4
2019/01/02/11,枝江,-0.5
2019/01/02/11,沙市,-2.03
2019/01/02/11,监利,2.41
2019/01/02/11,城陵矶,3.99
2019/01/02/11,汉口,2.71
2019/01/02/11,黄石,2.57
2019/01/02/11,九江,2.57
2019/01/02/11,安庆,2.69
2019/01/02/11,芜湖,1.94
2019/01/02/11,南京,1.87
2019/01/02/11,镇江,1.52
2019/01/02/11,湘江长沙,29.98
2019/01/03/11,宜宾,1.1
2019/01/03/11,泸州(二郎滩),2.3
2019/01/03/11,北碚,1.05
2019/01/03/11,重庆,14.49
2019/01/03/11,寸滩,174.64
2019/01/03/11,涪陵(清溪场),174.55
2019/01/03/11,万州,174.78
2019/01/03/11,茅坪,174.4
2019/01/03/11,宜昌,1.37
2019/01/03/11,枝江,0.05
2019/01/03/11,沙市,-1.78
2019/01/03/11,监利,2.32
2019/01/03/11,城陵矶,3.96
2019/01/03/11,汉口,2.79
2019/01/03/11,黄石,2.63
2019/01/03/11,九江,2.56
2019/01/03/11,安庆,2.69
2019/01/03/11,芜湖,1.85
2019/01/03/11,南京,1.97
2019/01/03/11,镇江,1.57
2019/01/03/11,湘江长沙,30.26
2019/01/04/11,宜宾,1.4
2019/01/04/11,泸州(二郎滩),2.3
2019/01/04/11,北碚,1.25
2019/01/04/11,重庆,14.41
2019/01/04/11,寸滩,174.58
2019/01/04/11,涪陵(清溪场),174.41
2019/01/04/11,万州,174.63
2019/01/04/11,茅坪,174.29
2019/01/04/11,宜昌,1.38
2019/01/04/11,枝江,0.37
2019/01/04/11,沙市,-1.11
2019/01/04/11,监利,2.54
2019/01/04/11,城陵矶,4.06
2019/01/04/11,汉口,2.84
2019/01/04/11,黄石,2.71
2019/01/04/11,九江,2.6
2019/01/04/11,安庆,2.73
2019/01/04/11,芜湖,1.84
2019/01/04/11,南京,2.28
2019/01/04/11,镇江,1.97
2019/01/04/11,湘江长沙,30.22
2019/01/05/11,宜宾,1.1
2019/01/05/11,泸州(二郎滩),2.2
2019/01/05/11,北碚,-0.11
2019/01/05/11,重庆,14.21
2019/01/05/11,寸滩,174.36
2019/01/05/11,涪陵(清溪场),174.25
2019/01/05/11,万州,174.48
2019/01/05/11,茅坪,174.13
2019/01/05/11,宜昌,1.61
2019/01/05/11,枝江,0.64
2019/01/05/11,沙市,-0.84
2019/01/05/11,监利,2.94
2019/01/05/11,城陵矶,4.36
2019/01/05/11,汉口,2.92
2019/01/05/11,黄石,2.74
2019/01/05/11,九江,2.64
2019/01/05/11,安庆,2.8
2019/01/05/11,芜湖,1.84
2019/01/05/11,南京,2.24
2019/01/05/11,镇江,2.14
2019/01/05/11,湘江长沙,30.21
2019/01/06/11,宜宾,1.6
2019/01/06/11,泸州(二郎滩),2.3
2019/01/06/11,北碚,-0.02
2019/01/06/11,重庆,13.99
2019/01/06/11,寸滩,174.16
2019/01/06/11,涪陵(清溪场),174.02
2019/01/06/11,万州,174.25
2019/01/06/11,茅坪,173.9
2019/01/06/11,宜昌,1.49
2019/01/06/11,枝江,0.73
2019/01/06/11,沙市,-0.55
2019/01/06/11,监利,3.23
2019/01/06/11,城陵矶,4.7
2019/01/06/11,汉口,3.16
2019/01/06/11,黄石,2.87
2019/01/06/11,九江,2.72
2019/01/06/11,安庆,2.89
2019/01/06/11,芜湖,1.95
2019/01/06/11,南京,2.36
2019/01/06/11,镇江,2.45
2019/01/06/11,湘江长沙,30.2
2019/01/07/11,宜宾,0.8
2019/01/07/11,泸州(二郎滩),2.3
2019/01/07/11,北碚,-0.03
2019/01/07/11,重庆,13.77
2019/01/07/11,寸滩,173.92
2019/01/07/11,涪陵(清溪场),173.79
2019/01/07/11,万州,174.04
2019/01/07/11,茅坪,173.71
2019/01/07/11,宜昌,1.32
2019/01/07/11,枝江,0.57
2019/01/07/11,沙市,-0.66
2019/01/07/11,监利,3.45
2019/01/07/11,城陵矶,5.12
2019/01/07/11,汉口,3.41
2019/01/07/11,黄石,3.08
2019/01/07/11,九江,2.84
2019/01/07/11,安庆,2.98
2019/01/07/11,芜湖,2.03
2019/01/07/11,南京,2.16
2019/01/07/11,镇江,2.55
2019/01/07/11,湘江长沙,29.97
2019/01/08/11,宜宾,1.2
2019/01/08/11,泸州(二郎滩),2.1
2019/01/08/11,北碚,0.84
2019/01/08/11,重庆,13.57
2019/01/08/11,寸滩,173.72
2019/01/08/11,涪陵(清溪场),173.58
2019/01/08/11,万州,173.81
2019/01/08/11,茅坪,173.43
2019/01/08/11,宜昌,1.54
2019/01/08/11,枝江,0.78
2019/01/08/11,沙市,-0.57
2019/01/08/11,监利,3.52
2019/01/08/11,城陵矶,5.33
2019/01/08/11,汉口,3.74
2019/01/08/11,黄石,3.28
2019/01/08/11,九江,3.04
2019/01/08/11,安庆,3.14
2019/01/08/11,芜湖,2.15
2019/01/08/11,南京,1.98
2019/01/08/11,镇江,2.56
2019/01/08/11,湘江长沙,30.11
2019/01/09/11,宜宾,1.5
2019/01/09/11,泸州(二郎滩),2.5
2019/01/09/11,北碚,-0.17
2019/01/09/11,重庆,13.3
2019/01/09/11,寸滩,173.44
2019/01/09/11,涪陵(清溪场),173.31
2019/01/09/11,万州,173.55
2019/01/09/11,茅坪,173.13
2019/01/09/11,宜昌,1.61
2019/01/09/11,枝江,0.8
2019/01/09/11,沙市,-0.49
2019/01/09/11,监利,3.56
2019/01/09/11,城陵矶,5.4
2019/01/09/11,汉口,3.98
2019/01/09/11,黄石,3.58
2019/01/09/11,九江,3.34
2019/01/09/11,安庆,3.3
2019/01/09/11,芜湖,2.23
2019/01/09/11,南京,1.85
2019/01/09/11,镇江,2.53
2019/01/09/11,湘江长沙,29.92
2019/01/10/11,宜宾,1.86
2019/01/10/11,泸州(二郎滩),2.6
2019/01/10/11,北碚,-0.2
2019/01/10/11,重庆,13.1
2019/01/10/11,寸滩,173.25
2019/01/10/11,涪陵(清溪场),173.05
2019/01/10/11,万州,173.31
2019/01/10/11,茅坪,172.92
2019/01/10/11,宜昌,2.07
2019/01/10/11,枝江,0.92
2019/01/10/11,沙市,-0.38
2019/01/10/11,监利,3.67
2019/01/10/11,城陵矶,5.54
2019/01/10/11,汉口,4.15
2019/01/10/11,黄石,3.8
2019/01/10/11,九江,3.55
2019/01/10/11,安庆,3.54
2019/01/10/11,芜湖,2.43
2019/01/10/11,南京,1.88
2019/01/10/11,镇江,2.19
2019/01/10/11,湘江长沙,29.8
2019/01/11/11,宜宾,1.6
2019/01/11/11,泸州(二郎滩),2.6
2019/01/11/11,北碚,-0.23
2019/01/11/11,重庆,12.87
2019/01/11/11,寸滩,172.98
2019/01/11/11,涪陵(清溪场),172.79
2019/01/11/11,万州,173.04
2019/01/11/11,茅坪,172.7
2019/01/11/11,宜昌,1.69
2019/01/11/11,枝江,0.97
2019/01/11/11,沙市,-0.21
2019/01/11/11,监利,3.81
2019/01/11/11,城陵矶,5.67
2019/01/11/11,汉口,4.36
2019/01/11/11,黄石,3.98
2019/01/11/11,九江,3.77
2019/01/11/11,安庆,3.72
2019/01/11/11,芜湖,2.54
2019/01/11/11,南京,1.97
2019/01/11/11,镇江,2.03
2019/01/11/11,湘江长沙,30.11
2019/01/12/11,宜宾,1.9
2019/01/12/11,泸州(二郎滩),2.2
2019/01/12/11,北碚,-0.29
2019/01/12/11,重庆,12.74
2019/01/12/11,寸滩,172.87
2019/01/12/11,涪陵(清溪场),172.62
2019/01/12/11,万州,172.84
2019/01/12/11,茅坪,172.53
2019/01/12/11,宜昌,1.61
2019/01/12/11,枝江,0.96
2019/01/12/11,沙市,-0.25
2019/01/12/11,监利,3.93
2019/01/12/11,城陵矶,5.92
2019/01/12/11,汉口,4.52
2019/01/12/11,黄石,4.09
2019/01/12/11,九江,3.95
2019/01/12/11,安庆,3.92
2019/01/12/11,芜湖,2.68
2019/01/12/11,南京,2.07
2019/01/12/11,镇江,1.65
2019/01/12/11,湘江长沙,30.06
2019/01/13/11,宜宾,1.7
2019/01/13/11,泸州(二郎滩),2.5
2019/01/13/11,北碚,-0.21
2019/01/13/11,重庆,12.57
2019/01/13/11,寸滩,172.67
2019/01/13/11,涪陵(清溪场),172.44
2019/01/13/11,万州,172.69
2019/01/13/11,茅坪,172.41
2019/01/13/11,宜昌,1.65
2019/01/13/11,枝江,0.95
2019/01/13/11,沙市,-0.53
2019/01/13/11,监利,4.08
2019/01/13/11,城陵矶,6.29
2019/01/13/11,汉口,4.78
2019/01/13/11,黄石,4.35
2019/01/13/11,九江,4.16
2019/01/13/11,安庆,4.03
2019/01/13/11,芜湖,2.74
2019/01/13/11,南京,2.16
2019/01/13/11,镇江,1.62
2019/01/13/11,湘江长沙,29.82
2019/01/14/11,宜宾,1.5
2019/01/14/11,泸州(二郎滩),2.6
2019/01/14/11,北碚,-0.5
2019/01/14/11,重庆,12.37
2019/01/14/11,寸滩,172.49
2019/01/14/11,涪陵(清溪场),172.28
2019/01/14/11,万州,172.51
2019/01/14/11,茅坪,172.18
2019/01/14/11,宜昌,1.66
2019/01/14/11,枝江,0.53
2019/01/14/11,沙市,-0.68
2019/01/14/11,监利,4.14
2019/01/14/11,城陵矶,6.39
2019/01/14/11,汉口,5.08
2019/01/14/11,黄石,4.61
2019/01/14/11,九江,4.39
2019/01/14/11,安庆,4.18
2019/01/14/11,芜湖,2.83
2019/01/14/11,南京,2.24
2019/01/14/11,镇江,1.63
2019/01/14/11,湘江长沙,30.05
2019/01/15/11,宜宾,1.7
2019/01/15/11,泸州(二郎滩),2
2019/01/15/11,北碚,-0.63
2019/01/15/11,重庆,12.18
2019/01/15/11,寸滩,172.3
2019/01/15/11,涪陵(清溪场),172.06
2019/01/15/11,万州,172.32
2019/01/15/11,茅坪,172
2019/01/15/11,宜昌,1.78
2019/01/15/11,枝江,0.73
2019/01/15/11,沙市,-0.55
2019/01/15/11,监利,4.08
2019/01/15/11,城陵矶,6.39
2019/01/15/11,汉口,5.21
2019/01/15/11,黄石,4.93
2019/01/15/11,九江,4.61
2019/01/15/11,安庆,4.36
2019/01/15/11,芜湖,2.92
2019/01/15/11,南京,2.32
2019/01/15/11,镇江,1.69
2019/01/15/11,湘江长沙,29.68
2019/01/16/11,宜宾,1.7
2019/01/16/11,泸州(二郎滩),2.4
2019/01/16/11,北碚,-0.2
2019/01/16/11,重庆,12
2019/01/16/11,寸滩,172.11
2019/01/16/11,涪陵(清溪场),171.87
2019/01/16/11,万州,172.11
2019/01/16/11,茅坪,171.79
2019/01/16/11,宜昌,1.57
2019/01/16/11,枝江,0.66
2019/01/16/11,沙市,-0.58
2019/01/16/11,监利,4.11
2019/01/16/11,城陵矶,6.32
2019/01/16/11,汉口,5.23
2019/01/16/11,黄石,4.97
2019/01/16/11,九江,4.76
2019/01/16/11,安庆,4.45
2019/01/16/11,芜湖,2.96
2019/01/16/11,南京,2.44
2019/01/16/11,镇江,1.86
2019/01/16/11,湘江长沙,29.57
2019/01/17/11,宜宾,1.7
2019/01/17/11,泸州(二郎滩),2.3
2019/01/17/11,北碚,-0.31
2019/01/17/11,重庆,11.81
2019/01/17/11,寸滩,171.92
2019/01/17/11,涪陵(清溪场),171.68
2019/01/17/11,万州,171.91
2019/01/17/11,茅坪,171.59
2019/01/17/11,宜昌,1.75
2019/01/17/11,枝江,0.84
2019/01/17/11,沙市,-0.44
2019/01/17/11,监利,4.06
2019/01/17/11,城陵矶,6.23
2019/01/17/11,汉口,5.32
2019/01/17/11,黄石,5.05
2019/01/17/11,九江,4.86
2019/01/17/11,安庆,4.58
2019/01/17/11,芜湖,2.92
2019/01/17/11,南京,2.29
2019/01/17/11,镇江,1.68
2019/01/17/11,湘江长沙,29.81
2019/01/18/11,宜宾,1.5
2019/01/18/11,泸州(二郎滩),2.4
2019/01/18/11,北碚,-0.27
2019/01/18/11,重庆,11.68
2019/01/18/11,寸滩,171.8
2019/01/18/11,涪陵(清溪场),171.51
2019/01/18/11,万州,171.69
2019/01/18/11,茅坪,171.33
2019/01/18/11,宜昌,1.68
2019/01/18/11,枝江,0.71
2019/01/18/11,沙市,-0.45
2019/01/18/11,监利,4.12
2019/01/18/11,城陵矶,6.21
2019/01/18/11,汉口,5.29
2019/01/18/11,黄石,5.1
2019/01/18/11,九江,4.87
2019/01/18/11,安庆,4.6
2019/01/18/11,芜湖,2.98
2019/01/18/11,南京,2.49
2019/01/18/11,镇江,1.94
2019/01/18/11,湘江长沙,29.87
2019/01/19/11,宜宾,0.9
2019/01/19/11,泸州(二郎滩),2.3
2019/01/19/11,北碚,-0.52
2019/01/19/11,重庆,11.45
2019/01/19/11,寸滩,171.57
2019/01/19/11,涪陵(清溪场),171.3
2019/01/19/11,万州,171.49
2019/01/19/11,茅坪,171.22
2019/01/19/11,宜昌,1.24
2019/01/19/11,枝江,0.7
2019/01/19/11,沙市,-0.48
2019/01/19/11,监利,4.1
2019/01/19/11,城陵矶,6.22
2019/01/19/11,汉口,5.28
